Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,SMA 20,SMA 50,Signal at Close,Next-Day Position,Strategy Net Return,Strategy Equity,Buy & Hold Net Return,Buy & Hold Equity,Strategy Drawdown,Buy & Hold Drawdown,Entry,Exit
2025-08-08,181.5500030517578,183.3000030517578,180.39999389648438,182.6999969482422,182.45700073242188,123396700,0.01067652896336857,,,0,0,0,1,0.01067652896336857,1.0692285657639582,0,0,0,0
2025-08-11,182.0500030517578,183.83999633789062,180.25,182.05999755859375,181.8178253173828,138323200,-0.0035031564284915273,175.27855072021484,,0,0,0,1,-0.0035031564284915273,1.0654828908402754,0,-0.0035031564284915273,0,0
2025-08-12,182.9600067138672,184.47999572753906,179.4600067138672,183.16000366210938,182.9163818359375,145485700,0.00604207269907131,175.9007225036621,,0,0,0,1,0.00604207269907131,1.071920615926349,0,0,0,0
2025-08-13,182.6199951171875,183.97000122070312,179.35000610351562,181.58999633789062,181.3484649658203,179871700,-0.008571768446215433,176.41104278564453,,0,0,0,1,-0.008571768446215433,1.0627323606139036,0,-0.008571768446215544,0,0
2025-08-14,179.75,183.02000427246094,179.4600067138672,182.02000427246094,181.7778778076172,129554000,0.002367887932648305,176.8614418029785,,0,0,0,1,0.002367887932648305,1.065248791746236,0,-0.006224177500632533,0,0
2025-08-15,181.8800048828125,181.89999389648438,178.0399932861328,180.4499969482422,180.20997619628906,156602200,-0.008625370866016446,177.2629066467285,,0,0,0,1,-0.008625370866016446,1.0560606258528489,0,-0.014795862527370085,0,0
2025-08-18,180.60000610351562,182.94000244140625,180.58999633789062,182.00999450683594,181.76788330078125,132008000,0.00864495483199712,177.7936981201172,,0,0,0,1,0.00864495483199712,1.0651902222631973,0,-0.006278817258622671,0,0
2025-08-19,182.42999267578125,182.5,175.49000549316406,175.63999938964844,175.4063720703125,185229200,-0.034997993677144845,178.223624420166,,0,0,0,1,-0.034997993677144845,1.0279107015994733,0,-0.04105706492905037,0,0
2025-08-20,175.1699981689453,176,168.8000030517578,175.39999389648438,175.16668701171875,215142700,-0.0013664558234958157,178.45431671142578,,0,0,0,1,-0.0013664558234958157,1.026506107035239,0,-0.042367418087078224,0,0
2025-08-21,174.85000610351562,176.89999389648438,173.80999755859375,174.97999572753906,174.7472381591797,140040900,-0.002394569764917698,178.51623306274413,,0,0,0,1,-0.002394569764917698,1.024048066547829,0,-0.04466053611362697,0,0
2025-08-22,172.61000061035156,178.58999633789062,171.1999969482422,177.99000549316406,177.75326538085938,172789400,0.017202144384917073,178.74043502807618,,0,0,0,1,0.017202144384917073,1.04166388924568,0,-0.028226648719244296,0,0
2025-08-25,178.35000610351562,181.91000366210938,176.57000732421875,179.80999755859375,179.57083129882812,163012800,0.010225218164484184,178.89323196411132,,0,0,0,1,0.010225218164484184,1.0523151297672821,0,-0.018290054195966632,0,0
2025-08-26,180.05999755859375,182.38999938964844,178.80999755859375,181.77000427246094,181.52822875976562,168688200,0.010900419888796753,179.20581665039063,,0,0,0,1,0.010900419888796753,1.063785806537079,0,-0.007589003577694875,0,0
2025-08-27,181.97999572753906,182.49000549316406,179.10000610351562,181.60000610351562,181.35845947265625,235518900,-0.0009352225175625062,179.32216186523436,,0,0,0,1,-0.0009352225175625062,1.0627909300969423,0,-0.008517128688225628,0,0
2025-08-28,180.82000732421875,184.47000122070312,176.41000366210938,180.1699981689453,179.93035888671875,281787800,-0.007874463590449854,179.43700942993163,,0,0,0,1,-0.007874463590449854,1.0544220216136335,0,-0.01632452445892485,0,0
2025-08-29,178.11000061035156,178.14999389648438,173.14999389648438,174.17999267578125,173.94830322265625,243257900,-0.033246505487318556,179.45997772216796,,0,0,0,1,-0.033246505487318556,1.0193661740861064,0,-0.04902829655424179,0,0
2025-09-02,170,172.3800048828125,167.22000122070312,170.77999877929688,170.55284118652344,231164900,-0.019519949164359285,178.99959030151368,,0,0,0,1,-0.019519949164359285,0.9994681981880782,0,-0.06759121586224714,0,0
2025-09-03,171.05999755859375,172.41000366210938,168.8800048828125,170.6199951171875,170.39306640625,164424900,-0.0009368051517751885,178.61809921264648,,0,0,0,1,-0.0009368051517751885,0.9985318912309802,0,-0.06846470121478787,0,0
2025-09-04,170.57000732421875,171.86000061035156,169.41000366210938,171.66000366210938,171.4316864013672,141670100,0.0060954357886893185,178.23061599731446,,0,0,0,1,0.0060954357886893185,1.0046183782569371,0,-0.06278658761614508,0,0
2025-09-05,168.02999877929688,169.02999877929688,164.07000732421875,167.02000427246094,166.79786682128906,224441400,-0.027030123061550726,177.54403076171874,,0,0,0,1,-0.027030123061550726,0.9774634198627566,0,-0.08811958148781651,0,0
